2018-09-08 21:45:02,320: 'm':
2018-09-08 21:45:05,826: Key.backspace:
2018-09-08 21:45:09,491: 'l':
2018-09-08 21:45:09,532: 'k':
2018-09-08 21:45:11,141: 'l':
2018-09-08 21:45:11,518: 'k':
2018-09-08 21:45:11,696: 'l':
2018-09-08 21:45:12,309: ',':
2018-09-08 21:45:12,627: '/':
2018-09-08 21:45:24,918: 'i':
2018-09-08 21:45:25,023: 'n':
2018-09-08 21:45:25,748: 'n':
2018-09-08 21:45:25,885: 'l':
2018-09-08 21:45:41,930: Key.backspace:
2018-09-08 21:45:42,136: Key.backspace:
2018-09-08 21:45:42,307: Key.backspace:
2018-09-08 21:45:42,487: Key.backspace:
2018-09-08 21:45:42,894: Key.backspace:
2018-09-08 21:45:43,250: Key.backspace:
2018-09-08 21:45:43,515: Key.backspace:
2018-09-08 21:45:43,728: Key.backspace:
2018-09-08 21:45:44,085: Key.backspace:
2018-09-08 21:45:44,462: Key.backspace:
2018-09-08 21:45:44,870: Key.backspace:
2018-09-08 21:46:41,642: Key.backspace:
2018-09-08 21:46:54,052: Key.backspace:
2018-09-08 21:46:54,595: Key.backspace:
2018-09-08 21:46:54,625: Key.backspace:
2018-09-08 21:46:54,655: Key.backspace:
2018-09-08 21:46:54,685: Key.backspace:
2018-09-08 21:46:54,713: Key.backspace:
2018-09-08 21:46:54,744: Key.backspace:
2018-09-08 21:46:54,773: Key.backspace:
2018-09-08 21:46:54,801: Key.backspace:
2018-09-08 21:46:54,831: Key.backspace:
2018-09-08 21:46:54,860: Key.backspace:
2018-09-08 21:46:54,889: Key.backspace:
2018-09-08 21:46:54,920: Key.backspace:
2018-09-08 21:46:54,949: Key.backspace:
2018-09-08 21:46:54,977: Key.backspace:
2018-09-08 21:46:55,007: Key.backspace:
2018-09-08 21:46:55,037: Key.backspace:
2018-09-08 21:46:55,067: Key.backspace:
2018-09-08 21:46:55,097: Key.backspace:
2018-09-08 21:46:55,125: Key.backspace:
2018-09-08 21:46:55,155: Key.backspace:
2018-09-08 21:46:55,185: Key.backspace:
2018-09-08 21:46:55,213: Key.backspace:
2018-09-08 21:46:55,243: Key.backspace:
2018-09-08 21:46:55,273: Key.backspace:
2018-09-08 21:46:55,301: Key.backspace:
2018-09-08 21:46:55,332: Key.backspace:
2018-09-08 21:46:55,361: Key.backspace:
2018-09-08 21:46:55,389: Key.backspace:
2018-09-08 21:46:55,420: Key.backspace:
2018-09-08 21:46:55,449: Key.backspace:
2018-09-08 21:46:55,479: Key.backspace:
2018-09-08 21:46:55,509: Key.backspace:
2018-09-08 21:46:55,538: Key.backspace:
2018-09-08 21:46:55,568: Key.backspace:
2018-09-08 21:46:55,597: Key.backspace:
2018-09-08 21:46:55,627: Key.backspace:
2018-09-08 21:46:55,655: Key.backspace:
2018-09-08 21:46:55,685: Key.backspace:
2018-09-08 21:46:55,714: Key.backspace:
2018-09-08 21:46:55,745: Key.backspace:
2018-09-08 21:46:55,773: Key.backspace:
2018-09-08 21:46:55,802: Key.backspace:
2018-09-08 21:46:55,832: Key.backspace:
2018-09-08 21:46:55,861: Key.backspace:
2018-09-08 21:46:55,890: Key.backspace:
2018-09-08 21:46:55,920: Key.backspace:
2018-09-08 21:46:55,949: Key.backspace:
2018-09-08 21:46:55,977: Key.backspace:
2018-09-08 21:46:56,007: Key.backspace:
2018-09-08 21:46:56,037: Key.backspace:
2018-09-08 21:46:56,067: Key.backspace:
2018-09-08 21:46:56,097: Key.backspace:
2018-09-08 21:46:56,125: Key.backspace:
2018-09-08 21:46:56,156: Key.backspace:
2018-09-08 21:46:56,185: Key.backspace:
2018-09-08 21:46:56,213: Key.backspace:
2018-09-08 21:46:56,243: Key.backspace:
2018-09-08 21:46:56,273: Key.backspace:
2018-09-08 21:46:56,303: Key.backspace:
2018-09-08 21:46:56,332: Key.backspace:
2018-09-08 21:46:56,361: Key.backspace:
